item_id,item_name,category,household_id,purchase_date,expiry_date,purchase_quantity,unit,daily_usage_rate,shelf_life_days,wasted_quantity,wasted_pct,target_label
ITM006,Chicken Breast,Meat,HH013,2026-05-24,2026-05-28,2.02,kg,0.43,4,0.43,0.213,Medium Risk
ITM012,Cooking Oil,Pantry,HH018,2026-05-27,2026-11-23,0.29,liters,0.042,180,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH009,2026-03-06,2026-09-02,0.49,liters,0.083,180,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH007,2026-05-02,2026-07-01,0.66,kg,0.066,60,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH004,2026-04-21,2026-08-19,0.51,boxes,0.085,120,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH007,2026-05-16,2026-05-26,0.98,liters,0.285,10,0.01,0.01,Low Risk
ITM008,Yogurt,Dairy,HH004,2026-03-31,2026-04-14,3.34,cups,0.48,14,0.59,0.177,Medium Risk
ITM002,Eggs,Dairy,HH013,2026-03-02,2026-03-23,3.67,dozen,0.414,21,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH005,2026-04-17,2026-09-14,1.45,bags,0.114,150,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH006,2026-01-24,2026-03-25,0.27,kg,0.033,60,0.01,0.037,Low Risk
ITM013,Frozen Peas,Frozen,HH001,2026-01-18,2026-06-17,0.86,bags,0.061,150,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH005,2026-04-16,2026-04-21,2.66,loaves,0.285,5,1.91,0.718,High Risk
ITM009,Cheese,Dairy,HH005,2026-01-01,2026-01-31,0.89,kg,0.033,30,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH020,2026-03-17,2026-03-23,2.38,kg,0.234,6,1.51,0.634,High Risk
ITM014,Orange Juice,Beverages,HH005,2026-05-21,2026-05-31,0.95,liters,0.169,10,0.08,0.084,Low Risk
ITM012,Cooking Oil,Pantry,HH016,2026-03-18,2026-09-14,0.27,liters,0.025,180,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH011,2026-05-27,2026-11-23,0.18,liters,0.043,180,0.01,0.056,Low Risk
ITM007,Tomatoes,Produce,HH007,2026-02-23,2026-03-01,2.82,kg,0.212,6,2.49,0.883,High Risk
ITM001,Milk,Dairy,HH020,2026-02-09,2026-02-16,4.29,liters,0.262,7,3.37,0.786,High Risk
ITM013,Frozen Peas,Frozen,HH003,2026-04-12,2026-09-09,0.98,bags,0.174,150,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH018,2026-01-12,2026-01-16,0.97,kg,0.248,4,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH005,2026-04-09,2026-04-30,2.68,dozen,0.14,21,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH012,2026-04-26,2026-05-03,5.04,liters,0.57,7,0.83,0.165,Medium Risk
ITM007,Tomatoes,Produce,HH011,2026-02-16,2026-02-22,2.44,kg,0.343,6,0.0,0.0,Low Risk
ITM004,Rice,Grains,HH020,2026-05-22,2027-05-22,0.67,kg,0.064,365,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH002,2026-05-27,2026-06-02,3.32,kg,0.301,6,2.02,0.608,High Risk
ITM001,Milk,Dairy,HH017,2026-05-10,2026-05-17,4.92,liters,0.741,7,0.06,0.012,Low Risk
ITM005,Ice Cream,Frozen,HH018,2026-01-29,2026-04-29,1.44,tubs,0.239,90,0.05,0.035,Low Risk
ITM011,Cereal,Pantry,HH018,2026-05-20,2026-09-17,0.42,boxes,0.068,120,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH017,2026-04-09,2026-04-14,3.82,loaves,0.41,5,2.45,0.641,High Risk
ITM002,Eggs,Dairy,HH012,2026-05-04,2026-05-25,2.62,dozen,0.322,21,0.0,0.0,Low Risk
ITM005,Ice Cream,Frozen,HH005,2026-05-08,2026-08-06,1.9,tubs,0.118,90,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH009,2026-03-08,2026-04-07,0.74,kg,0.175,30,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH017,2026-01-07,2026-01-12,1.92,kg,0.437,5,0.07,0.036,Low Risk
ITM002,Eggs,Dairy,HH005,2026-05-01,2026-05-22,2.08,dozen,0.239,21,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH009,2026-03-01,2026-03-22,3.96,dozen,0.524,21,0.16,0.04,Low Risk
ITM009,Cheese,Dairy,HH004,2026-03-17,2026-04-16,0.42,kg,0.147,30,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH014,2026-03-21,2026-04-04,4.05,cups,0.595,14,0.24,0.059,Low Risk
ITM014,Orange Juice,Beverages,HH013,2026-03-21,2026-03-31,1.72,liters,0.207,10,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH001,2026-04-25,2026-04-30,3.09,loaves,0.516,5,0.69,0.223,Medium Risk
ITM004,Rice,Grains,HH011,2026-04-30,2027-04-30,0.89,kg,0.081,365,0.05,0.056,Low Risk
ITM013,Frozen Peas,Frozen,HH002,2026-05-04,2026-10-01,0.87,bags,0.15,150,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH001,2026-02-12,2026-02-18,1.11,kg,0.335,6,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH012,2026-01-20,2026-01-30,1.46,liters,0.182,10,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH006,2026-05-16,2026-09-13,0.92,boxes,0.06,120,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH008,2026-05-13,2026-05-27,4.88,cups,0.317,14,0.0,0.0,Low Risk
ITM004,Rice,Grains,HH014,2026-01-05,2027-01-05,1.35,kg,0.184,365,0.14,0.104,Medium Risk
ITM002,Eggs,Dairy,HH008,2026-02-24,2026-03-17,1.5,dozen,0.604,21,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH010,2026-04-06,2026-04-27,2.52,dozen,0.214,21,0.09,0.036,Low Risk
ITM006,Chicken Breast,Meat,HH002,2026-02-10,2026-02-14,2.06,kg,0.224,4,2.0,0.971,High Risk
ITM011,Cereal,Pantry,HH020,2026-05-10,2026-09-07,0.95,boxes,0.035,120,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH014,2026-02-02,2026-06-02,0.64,boxes,0.174,120,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH017,2026-01-19,2026-07-18,0.2,liters,0.028,180,0.0,0.0,Low Risk
ITM005,Ice Cream,Frozen,HH012,2026-01-13,2026-04-13,1.62,tubs,0.217,90,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH012,2026-01-17,2026-03-18,0.76,kg,0.071,60,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH007,2026-01-29,2026-02-04,2.45,kg,0.194,6,2.3,0.939,High Risk
ITM010,Bananas,Produce,HH015,2026-05-19,2026-05-24,2.47,kg,0.211,5,2.47,1.0,High Risk
ITM013,Frozen Peas,Frozen,HH016,2026-02-24,2026-07-24,0.92,bags,0.103,150,0.08,0.087,Low Risk
ITM013,Frozen Peas,Frozen,HH016,2026-05-26,2026-10-23,1.43,bags,0.12,150,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH019,2026-01-11,2026-01-16,1.5,kg,0.466,5,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH010,2026-01-08,2026-01-13,2.6,loaves,0.338,5,0.96,0.369,Medium Risk
ITM010,Bananas,Produce,HH002,2026-05-05,2026-05-10,3.23,kg,0.237,5,3.19,0.988,High Risk
ITM004,Rice,Grains,HH005,2026-05-29,2027-05-29,1.09,kg,0.076,365,0.14,0.128,Medium Risk
ITM006,Chicken Breast,Meat,HH014,2026-04-29,2026-05-03,2.28,kg,0.448,4,0.63,0.276,Medium Risk
ITM008,Yogurt,Dairy,HH003,2026-03-05,2026-03-19,2.57,cups,0.683,14,0.08,0.031,Low Risk
ITM015,Butter,Dairy,HH017,2026-01-24,2026-03-25,0.56,kg,0.085,60,0.1,0.179,Medium Risk
ITM007,Tomatoes,Produce,HH020,2026-05-27,2026-06-02,1.98,kg,0.195,6,0.84,0.424,Medium Risk
ITM003,Bread,Bakery,HH015,2026-01-05,2026-01-10,2.93,loaves,0.303,5,2.02,0.689,High Risk
ITM008,Yogurt,Dairy,HH009,2026-03-30,2026-04-13,4.3,cups,0.418,14,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH002,2026-01-03,2026-02-02,0.45,kg,0.089,30,0.01,0.022,Low Risk
ITM012,Cooking Oil,Pantry,HH020,2026-02-18,2026-08-17,0.37,liters,0.025,180,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH020,2026-03-03,2026-05-02,0.46,kg,0.044,60,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH004,2026-02-12,2026-03-05,2.3,dozen,0.648,21,0.1,0.043,Low Risk
ITM002,Eggs,Dairy,HH018,2026-01-13,2026-02-03,2.0,dozen,0.454,21,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH012,2026-01-03,2026-01-10,3.92,liters,0.742,7,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH007,2026-04-17,2026-05-01,4.69,cups,0.477,14,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH019,2026-05-03,2026-05-10,3.45,liters,0.702,7,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH010,2026-02-26,2026-03-19,3.73,dozen,0.196,21,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH007,2026-02-19,2026-08-18,0.48,liters,0.037,180,0.09,0.188,Medium Risk
ITM007,Tomatoes,Produce,HH015,2026-03-17,2026-03-23,2.93,kg,0.229,6,2.93,1.0,High Risk
ITM014,Orange Juice,Beverages,HH007,2026-03-25,2026-04-04,2.76,liters,0.159,10,1.57,0.569,High Risk
ITM005,Ice Cream,Frozen,HH006,2026-01-16,2026-04-16,0.88,tubs,0.129,90,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH018,2026-01-12,2026-03-13,0.57,kg,0.056,60,0.03,0.053,Low Risk
ITM009,Cheese,Dairy,HH018,2026-02-22,2026-03-24,0.58,kg,0.145,30,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH004,2026-01-29,2026-02-03,2.17,kg,0.443,5,0.24,0.111,Medium Risk
ITM005,Ice Cream,Frozen,HH009,2026-03-11,2026-06-09,1.48,tubs,0.196,90,0.11,0.074,Low Risk
ITM013,Frozen Peas,Frozen,HH009,2026-04-19,2026-09-16,0.7,bags,0.12,150,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH009,2026-02-11,2026-02-16,3.18,loaves,0.664,5,0.17,0.053,Low Risk
ITM002,Eggs,Dairy,HH003,2026-04-29,2026-05-20,2.58,dozen,0.25,21,0.75,0.291,Medium Risk
ITM002,Eggs,Dairy,HH012,2026-03-27,2026-04-17,1.99,dozen,0.332,21,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH020,2026-05-18,2026-07-17,0.68,kg,0.049,60,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH002,2026-01-20,2026-02-19,0.71,kg,0.072,30,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH009,2026-02-13,2026-06-13,0.39,boxes,0.101,120,0.02,0.051,Low Risk
ITM010,Bananas,Produce,HH014,2026-04-19,2026-04-24,1.56,kg,0.592,5,0.11,0.071,Low Risk
ITM008,Yogurt,Dairy,HH006,2026-03-16,2026-03-30,4.72,cups,0.443,14,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH012,2026-04-26,2026-10-23,0.3,liters,0.037,180,0.04,0.133,Medium Risk
ITM001,Milk,Dairy,HH008,2026-05-23,2026-05-30,5.1,liters,0.711,7,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH015,2026-01-02,2026-01-09,5.44,liters,0.358,7,4.36,0.801,High Risk
ITM007,Tomatoes,Produce,HH004,2026-01-02,2026-01-08,2.37,kg,0.388,6,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH013,2026-03-11,2026-03-17,2.85,kg,0.237,6,2.04,0.716,High Risk
ITM014,Orange Juice,Beverages,HH013,2026-02-21,2026-03-03,1.4,liters,0.188,10,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH007,2026-05-22,2026-09-19,0.44,boxes,0.12,120,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH004,2026-05-01,2026-05-06,2.31,loaves,0.448,5,0.44,0.19,Medium Risk
ITM003,Bread,Bakery,HH016,2026-03-26,2026-03-31,4.31,loaves,0.356,5,3.12,0.724,High Risk
ITM010,Bananas,Produce,HH011,2026-04-29,2026-05-04,1.34,kg,0.253,5,0.24,0.179,Medium Risk
ITM012,Cooking Oil,Pantry,HH005,2026-05-26,2026-11-22,0.37,liters,0.028,180,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH006,2026-02-09,2026-02-15,3.31,kg,0.212,6,3.31,1.0,High Risk
ITM015,Butter,Dairy,HH005,2026-02-02,2026-04-03,0.76,kg,0.035,60,0.16,0.211,Medium Risk
ITM008,Yogurt,Dairy,HH019,2026-03-17,2026-03-31,2.97,cups,0.722,14,0.0,0.0,Low Risk
ITM005,Ice Cream,Frozen,HH014,2026-04-27,2026-07-26,1.6,tubs,0.277,90,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH003,2026-01-16,2026-01-21,3.63,loaves,0.358,5,2.99,0.824,High Risk
ITM014,Orange Juice,Beverages,HH020,2026-05-29,2026-06-08,1.9,liters,0.223,10,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH001,2026-01-05,2026-01-26,3.46,dozen,0.221,21,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH008,2026-01-09,2026-07-08,0.31,liters,0.038,180,0.03,0.097,Low Risk
ITM004,Rice,Grains,HH005,2026-03-01,2027-03-01,1.46,kg,0.084,365,0.1,0.068,Low Risk
ITM011,Cereal,Pantry,HH004,2026-03-24,2026-07-22,0.65,boxes,0.078,120,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH011,2026-02-17,2026-04-18,0.4,kg,0.048,60,0.05,0.125,Medium Risk
ITM006,Chicken Breast,Meat,HH006,2026-03-22,2026-03-26,1.28,kg,0.147,4,1.28,1.0,High Risk
ITM012,Cooking Oil,Pantry,HH004,2026-03-03,2026-08-30,0.19,liters,0.036,180,0.0,0.0,Low Risk
ITM005,Ice Cream,Frozen,HH020,2026-05-18,2026-08-16,0.69,tubs,0.116,90,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH014,2026-01-16,2026-01-23,5.56,liters,0.873,7,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH011,2026-02-21,2026-03-14,1.47,dozen,0.399,21,0.2,0.136,Medium Risk
ITM012,Cooking Oil,Pantry,HH019,2026-03-10,2026-09-06,0.24,liters,0.072,180,0.05,0.208,Medium Risk
ITM014,Orange Juice,Beverages,HH013,2026-02-09,2026-02-19,2.54,liters,0.451,10,0.14,0.055,Low Risk
ITM004,Rice,Grains,HH014,2026-02-08,2027-02-08,1.01,kg,0.229,365,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH002,2026-04-26,2026-05-17,3.43,dozen,0.295,21,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH014,2026-05-01,2026-05-31,0.32,kg,0.108,30,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH015,2026-04-17,2026-10-14,0.44,liters,0.028,180,0.04,0.091,Low Risk
ITM010,Bananas,Produce,HH008,2026-03-06,2026-03-11,2.31,kg,0.496,5,0.11,0.048,Low Risk
ITM015,Butter,Dairy,HH010,2026-03-01,2026-04-30,0.34,kg,0.046,60,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH007,2026-04-25,2026-04-30,3.93,kg,0.516,5,1.6,0.407,Medium Risk
ITM012,Cooking Oil,Pantry,HH018,2026-02-01,2026-07-31,0.33,liters,0.031,180,0.04,0.121,Medium Risk
ITM012,Cooking Oil,Pantry,HH013,2026-05-25,2026-11-21,0.33,liters,0.047,180,0.02,0.061,Low Risk
ITM013,Frozen Peas,Frozen,HH002,2026-01-14,2026-06-13,0.88,bags,0.143,150,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH001,2026-04-03,2026-08-31,1.25,bags,0.146,150,0.2,0.16,Medium Risk
ITM007,Tomatoes,Produce,HH007,2026-01-11,2026-01-17,3.14,kg,0.414,6,1.67,0.532,High Risk
ITM002,Eggs,Dairy,HH019,2026-02-01,2026-02-22,3.09,dozen,0.619,21,0.73,0.236,Medium Risk
ITM012,Cooking Oil,Pantry,HH002,2026-02-19,2026-08-18,0.34,liters,0.049,180,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH007,2026-01-02,2026-03-03,0.31,kg,0.065,60,0.02,0.065,Low Risk
ITM005,Ice Cream,Frozen,HH015,2026-01-08,2026-04-08,1.55,tubs,0.07,90,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH005,2026-04-07,2026-06-06,0.74,kg,0.045,60,0.14,0.189,Medium Risk
ITM014,Orange Juice,Beverages,HH015,2026-04-12,2026-04-22,1.98,liters,0.104,10,1.31,0.662,High Risk
ITM012,Cooking Oil,Pantry,HH005,2026-05-06,2026-11-02,0.26,liters,0.033,180,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH007,2026-02-13,2026-02-18,1.97,loaves,0.39,5,0.15,0.076,Low Risk
ITM006,Chicken Breast,Meat,HH005,2026-03-02,2026-03-06,1.53,kg,0.191,4,1.17,0.765,High Risk
ITM013,Frozen Peas,Frozen,HH009,2026-01-24,2026-06-23,0.85,bags,0.196,150,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH010,2026-02-20,2026-08-19,0.23,liters,0.036,180,0.01,0.043,Low Risk
ITM006,Chicken Breast,Meat,HH015,2026-01-12,2026-01-16,1.6,kg,0.127,4,1.6,1.0,High Risk
ITM012,Cooking Oil,Pantry,HH007,2026-02-11,2026-08-10,0.47,liters,0.027,180,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH006,2026-03-25,2026-05-24,0.43,kg,0.05,60,0.03,0.07,Low Risk
ITM011,Cereal,Pantry,HH020,2026-05-17,2026-09-14,0.67,boxes,0.033,120,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH016,2026-02-03,2026-02-08,3.94,kg,0.218,5,3.94,1.0,High Risk
ITM007,Tomatoes,Produce,HH016,2026-05-07,2026-05-13,2.33,kg,0.261,6,1.11,0.476,Medium Risk
ITM002,Eggs,Dairy,HH003,2026-02-19,2026-03-12,3.77,dozen,0.322,21,0.62,0.164,Medium Risk
ITM007,Tomatoes,Produce,HH013,2026-01-10,2026-01-16,1.78,kg,0.335,6,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH004,2026-03-30,2026-07-28,0.34,boxes,0.128,120,0.01,0.029,Low Risk
ITM002,Eggs,Dairy,HH019,2026-01-30,2026-02-20,1.89,dozen,0.423,21,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH017,2026-02-21,2026-06-21,0.52,boxes,0.096,120,0.07,0.135,Medium Risk
ITM012,Cooking Oil,Pantry,HH009,2026-01-05,2026-07-04,0.36,liters,0.075,180,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH005,2026-01-02,2026-06-01,0.82,bags,0.079,150,0.0,0.0,Low Risk
ITM004,Rice,Grains,HH003,2026-01-30,2027-01-30,1.19,kg,0.229,365,0.14,0.118,Medium Risk
ITM004,Rice,Grains,HH011,2026-03-18,2027-03-18,1.08,kg,0.145,365,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH017,2026-03-08,2026-03-12,2.49,kg,0.273,4,2.39,0.96,High Risk
ITM003,Bread,Bakery,HH018,2026-05-04,2026-05-09,1.71,loaves,0.418,5,0.09,0.053,Low Risk
ITM011,Cereal,Pantry,HH004,2026-01-03,2026-05-03,0.66,boxes,0.138,120,0.0,0.0,Low Risk
ITM004,Rice,Grains,HH017,2026-05-26,2027-05-26,1.16,kg,0.17,365,0.19,0.164,Medium Risk
ITM002,Eggs,Dairy,HH007,2026-03-14,2026-04-04,3.02,dozen,0.31,21,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH003,2026-01-25,2026-02-08,2.33,cups,0.509,14,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH002,2026-01-14,2026-07-13,0.3,liters,0.031,180,0.07,0.233,Medium Risk
ITM004,Rice,Grains,HH008,2026-01-21,2027-01-21,0.91,kg,0.1,365,0.11,0.121,Medium Risk
ITM008,Yogurt,Dairy,HH008,2026-01-06,2026-01-20,2.38,cups,0.341,14,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH011,2026-02-18,2026-04-19,0.35,kg,0.069,60,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH015,2026-02-20,2026-03-02,1.74,liters,0.106,10,0.86,0.494,Medium Risk
ITM011,Cereal,Pantry,HH003,2026-02-06,2026-06-06,0.71,boxes,0.131,120,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH017,2026-02-17,2026-07-17,1.19,bags,0.129,150,0.02,0.017,Low Risk
ITM003,Bread,Bakery,HH009,2026-02-22,2026-02-27,3.75,loaves,0.518,5,1.31,0.349,Medium Risk
ITM011,Cereal,Pantry,HH015,2026-04-20,2026-08-18,0.35,boxes,0.032,120,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH013,2026-04-21,2026-06-20,0.62,kg,0.064,60,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH010,2026-03-21,2026-03-31,1.94,liters,0.225,10,0.31,0.16,Medium Risk
ITM007,Tomatoes,Produce,HH019,2026-03-26,2026-04-01,2.67,kg,0.466,6,0.28,0.105,Medium Risk
ITM012,Cooking Oil,Pantry,HH004,2026-03-18,2026-09-14,0.44,liters,0.048,180,0.02,0.045,Low Risk
ITM013,Frozen Peas,Frozen,HH012,2026-02-10,2026-07-10,0.67,bags,0.108,150,0.1,0.149,Medium Risk
ITM007,Tomatoes,Produce,HH006,2026-01-23,2026-01-29,1.06,kg,0.198,6,0.0,0.0,Low Risk
ITM004,Rice,Grains,HH019,2026-02-21,2027-02-21,0.88,kg,0.27,365,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH012,2026-05-24,2026-06-23,0.96,kg,0.105,30,0.03,0.031,Low Risk
ITM010,Bananas,Produce,HH017,2026-04-22,2026-04-27,2.23,kg,0.266,5,1.19,0.534,High Risk
ITM005,Ice Cream,Frozen,HH003,2026-01-21,2026-04-21,1.79,tubs,0.12,90,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH008,2026-05-19,2026-05-24,4.45,loaves,0.694,5,1.08,0.243,Medium Risk
ITM006,Chicken Breast,Meat,HH020,2026-04-14,2026-04-18,2.59,kg,0.145,4,2.59,1.0,High Risk
ITM013,Frozen Peas,Frozen,HH005,2026-04-07,2026-09-04,1.43,bags,0.1,150,0.27,0.189,Medium Risk
ITM004,Rice,Grains,HH007,2026-01-06,2027-01-06,1.23,kg,0.189,365,0.0,0.0,Low Risk
ITM005,Ice Cream,Frozen,HH015,2026-04-22,2026-07-21,0.77,tubs,0.068,90,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH004,2026-03-26,2026-03-31,3.76,kg,0.67,5,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH008,2026-02-05,2026-03-07,0.67,kg,0.138,30,0.06,0.09,Low Risk
ITM005,Ice Cream,Frozen,HH019,2026-05-13,2026-08-11,1.33,tubs,0.287,90,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH014,2026-05-29,2026-11-25,0.26,liters,0.039,180,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH019,2026-03-15,2026-03-20,4.08,loaves,0.456,5,2.07,0.507,High Risk
ITM004,Rice,Grains,HH007,2026-02-04,2027-02-04,0.64,kg,0.079,365,0.21,0.328,Medium Risk
ITM013,Frozen Peas,Frozen,HH007,2026-01-01,2026-05-31,1.25,bags,0.126,150,0.0,0.0,Low Risk
ITM005,Ice Cream,Frozen,HH014,2026-03-03,2026-06-01,0.84,tubs,0.244,90,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH019,2026-01-18,2026-01-25,3.16,liters,0.707,7,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH012,2026-03-19,2026-03-26,3.72,liters,0.527,7,0.3,0.081,Low Risk
ITM014,Orange Juice,Beverages,HH016,2026-01-13,2026-01-23,1.26,liters,0.133,10,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH007,2026-01-09,2026-07-08,0.41,liters,0.035,180,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH014,2026-05-04,2026-05-11,3.08,liters,0.578,7,0.35,0.114,Medium Risk
ITM005,Ice Cream,Frozen,HH017,2026-02-21,2026-05-22,0.62,tubs,0.196,90,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH017,2026-02-26,2026-03-08,1.09,liters,0.33,10,0.04,0.037,Low Risk
ITM012,Cooking Oil,Pantry,HH016,2026-03-05,2026-09-01,0.5,liters,0.031,180,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH010,2026-04-12,2026-05-03,1.5,dozen,0.27,21,0.07,0.047,Low Risk
ITM013,Frozen Peas,Frozen,HH004,2026-03-27,2026-08-24,1.45,bags,0.273,150,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH002,2026-01-29,2026-02-03,2.69,loaves,0.335,5,0.94,0.349,Medium Risk
ITM007,Tomatoes,Produce,HH009,2026-03-26,2026-04-01,3.01,kg,0.623,6,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH018,2026-03-04,2026-03-08,2.03,kg,0.251,4,1.63,0.803,High Risk
ITM008,Yogurt,Dairy,HH002,2026-02-25,2026-03-11,4.25,cups,0.386,14,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH016,2026-01-13,2026-01-20,4.62,liters,0.491,7,1.62,0.351,Medium Risk
ITM008,Yogurt,Dairy,HH005,2026-02-17,2026-03-03,4.65,cups,0.203,14,2.93,0.63,High Risk
ITM009,Cheese,Dairy,HH007,2026-01-24,2026-02-23,0.38,kg,0.13,30,0.01,0.026,Low Risk
ITM010,Bananas,Produce,HH003,2026-01-07,2026-01-12,1.24,kg,0.403,5,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH018,2026-03-26,2026-04-25,0.74,kg,0.06,30,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH019,2026-01-14,2026-07-13,0.48,liters,0.089,180,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH017,2026-03-28,2026-04-01,2.64,kg,0.32,4,2.26,0.856,High Risk
ITM003,Bread,Bakery,HH006,2026-02-04,2026-02-09,2.32,loaves,0.406,5,0.28,0.121,Medium Risk
ITM014,Orange Juice,Beverages,HH019,2026-02-23,2026-03-05,2.06,liters,0.442,10,0.1,0.049,Low Risk
ITM009,Cheese,Dairy,HH009,2026-02-21,2026-03-23,0.4,kg,0.077,30,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH005,2026-03-13,2026-03-18,2.73,kg,0.137,5,2.73,1.0,High Risk
ITM012,Cooking Oil,Pantry,HH006,2026-04-05,2026-10-02,0.18,liters,0.036,180,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH003,2026-05-11,2026-05-21,2.36,liters,0.256,10,0.58,0.246,Medium Risk
ITM014,Orange Juice,Beverages,HH004,2026-04-04,2026-04-14,1.52,liters,0.324,10,0.0,0.0,Low Risk
